検索キー,建物用途コード,室分類コード,負荷種別コード,室使用パターンコード,負荷種別,室使用パターン名称,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,SchedTime1,SchedPercent1,SchedTime2,SchedPercent2,SchedTime3,SchedPercent3,SchedTime4,SchedPercent4,SchedTime5,SchedPercent5,SchedTime6,SchedPercent6,SchedTime7,SchedPercent7,SchedTime8,SchedPercent8,SchedTime9,SchedPercent9,SchedTime10,SchedPercent10,SchedTime11,SchedPercent11,SchedTime12,(旧)検索キー,(旧)室分類コード
E-7,School,7,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-3,7
E-7,School,7,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-2-1,7
E-7,School,7,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-2,7
E-7,School,7,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-3,7
E-7,School,7,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,50,13,100,18,0,24,,,,,,,,,,,,,5-7-3-1,7
E-7,School,7,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-2,7
E-7,School,7,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-3,7
E-7,School,7,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-4-1,7
E-7,School,7,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-2,7
E-7,School,7,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-3,7
E-8,School,8,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-11-1-1,11
E-8,School,8,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-11-1-2,11
E-8,School,8,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-11-1-3,11
E-8,School,8,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-2-1,11
E-8,School,8,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-2-2,11
E-8,School,8,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-11-2-3,11
E-8,School,8,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-3-1,11
E-8,School,8,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-3-2,11
E-8,School,8,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-11-3-3,11
E-8,School,8,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-4-1,11
E-8,School,8,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,5-11-4-2,11
E-8,School,8,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-11-4-3,11
E-9,School,9,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-1,10
E-9,School,9,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-2,10
E-9,School,9,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-3,10
E-9,School,9,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-2-1,10
E-9,School,9,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-2,10
E-9,School,9,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-3,10
E-9,School,9,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-3-1,10
E-9,School,9,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-2,10
E-9,School,9,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-3,10
E-9,School,9,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-4-1,10
E-9,School,9,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-2,10
E-9,School,9,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-3,10
E-10,School,10,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-1,10
E-10,School,10,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-2,10
E-10,School,10,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-3,10
E-10,School,10,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-2-1,10
E-10,School,10,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-2,10
E-10,School,10,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-3,10
E-10,School,10,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-3-1,10
E-10,School,10,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-2,10
E-10,School,10,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-3,10
E-10,School,10,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-4-1,10
E-10,School,10,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-2,10
E-10,School,10,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-3,10
E-11,School,11,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-1,10
E-11,School,11,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-2,10
E-11,School,11,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-10-1-3,10
E-11,School,11,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-2-1,10
E-11,School,11,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-2,10
E-11,School,11,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-2-3,10
E-11,School,11,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-3-1,10
E-11,School,11,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-2,10
E-11,School,11,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-3-3,10
E-11,School,11,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,5-10-4-1,10
E-11,School,11,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-2,10
E-11,School,11,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-10-4-3,10
E-12,School,12,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-9-1-1,9
E-12,School,12,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-9-1-2,9
E-12,School,12,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-9-1-3,9
E-12,School,12,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,100,12,0,13,100,15,0,24,,,,,,,,,,,,,5-9-2-1,9
E-12,School,12,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-2-2,9
E-12,School,12,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-2-3,9
E-12,School,12,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,100,12,0,13,100,15,0,24,,,,,,,,,,,,,5-9-3-1,9
E-12,School,12,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-3-2,9
E-12,School,12,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-3-3,9
E-12,School,12,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-4-1,9
E-12,School,12,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-4-2,9
E-12,School,12,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-9-4-3,9
E-13,School,13,1,1,室同時使用率,室使用パターン1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,2-1-1-1,1
E-13,School,13,1,2,室同時使用率,室使用パターン2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,0,0,0,0,0,0,0,0,0,0.4,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,2-1-1-2,1
E-13,School,13,1,3,室同時使用率,室使用パターン3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,2-1-1-3,1
E-13,School,13,2,1,照明発熱密度比率,室使用パターン1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,1,0,8,50,10,0,19,100,24,,,,,,,,,,,,,2-1-2-1,1
E-13,School,13,2,2,照明発熱密度比率,室使用パターン2,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,1,0,8,50,10,0,19,100,24,,,,,,,,,,,,,2-1-2-2,1
E-13,School,13,2,3,照明発熱密度比率,室使用パターン3,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,1,0,8,50,10,0,19,100,24,,,,,,,,,,,,,2-1-2-3,1
E-13,School,13,3,1,人体発熱密度比率,室使用パターン1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,1,80,10,0,19,80,24,,,,,,,,,,,,,,,,,2-1-3-1,1
E-13,School,13,3,2,人体発熱密度比率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,10,0,19,100,24,,,,,,,,,,,,,,,,,2-1-3-2,1
E-13,School,13,3,3,人体発熱密度比率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,10,0,19,100,24,,,,,,,,,,,,,,,,,2-1-3-3,1
E-13,School,13,4,1,機器発熱密度比率,室使用パターン1,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,0.5,1,50,1,20,8,50,10,20,19,100,23,50,24,,,,,,,,,,,2-1-4-1,1
E-13,School,13,4,2,機器発熱密度比率,室使用パターン2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,0.5,1,50,1,20,8,50,10,20,19,100,23,50,24,,,,,,,,,,,2-1-4-2,1
E-13,School,13,4,3,機器発熱密度比率,室使用パターン3,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,0.5,1,50,1,20,8,50,10,20,19,100,23,50,24,,,,,,,,,,,2-1-4-3,1
E-14,School,14,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-1,7
E-14,School,14,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-2,7
E-14,School,14,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-3,7
E-14,School,14,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-2-1,7
E-14,School,14,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-2,7
E-14,School,14,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-3,7
E-14,School,14,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,50,13,100,18,0,24,,,,,,,,,,,,,5-7-3-1,7
E-14,School,14,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-2,7
E-14,School,14,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-3,7
E-14,School,14,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-4-1,7
E-14,School,14,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-2,7
E-14,School,14,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-3,7
E-15,School,15,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-1,7
E-15,School,15,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-2,7
E-15,School,15,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5-7-1-3,7
E-15,School,15,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-2-1,7
E-15,School,15,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-2,7
E-15,School,15,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-2-3,7
E-15,School,15,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,50,13,100,18,0,24,,,,,,,,,,,,,5-7-3-1,7
E-15,School,15,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-2,7
E-15,School,15,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-3-3,7
E-15,School,15,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,0.7,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,12,70,13,100,18,0,24,,,,,,,,,,,,,5-7-4-1,7
E-15,School,15,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-2,7
E-15,School,15,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,5-7-4-3,7
R-1,Restaurant,1,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,6-1-1-1,1
R-1,Restaurant,1,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,6-1-1-2,1
R-1,Restaurant,1,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,6-1-1-3,1
R-1,Restaurant,1,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,,6-1-2-1,1
R-1,Restaurant,1,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,,6-1-2-2,1
R-1,Restaurant,1,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,100,23,0,24,,,,,,,,,,,,,,,,,6-1-2-3,1
R-1,Restaurant,1,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0,0,1,0,11,80,13,40,18,80,22,0,24,,,,,,,,,,,,,6-1-3-1,1
R-1,Restaurant,1,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,1,1,1,1,0,0,1,0,11,80,13,40,18,100,22,0,24,,,,,,,,,,,,,6-1-3-2,1
R-1,Restaurant,1,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.4,0.4,0.4,0.4,1,1,1,1,0,0,1,0,11,80,13,40,18,100,22,0,24,,,,,,,,,,,,,6-1-3-3,1
